618 4 6461
179 4
112 3
383 2
345 3
102 2
599 1
526 1
574 2
74 1
327 1
110 4
177 2
578 4
500 1
524 3
302 3
488 1
154 4
92 2
350 2
293 4
248 4
322 4
17 2
214 4
501 4
347 4
128 1
604 2
558 2
32 4
547 1
245 3
249 4
416 1
44 1
346 1
326 1
164 4
175 3
436 3
308 2
375 4
598 3
609 1
82 1
521 3
325 3
41 1
536 3
172 3
364 3
523 1
403 1
44 4
350 3
317 3
98 3
532 4
338 1
10 3
179 4
616 2
305 3
428 3
338 1
493 3
138 1
579 4
469 3
1 1
1 2
131 2
161 4
241 2
147 3
313 1
487 4
429 2
531 4
276 2
42 2
113 4
570 1
5 2
357 4
285 3
23 4
61 2
446 1
575 1
264 4
424 1
53 3
118 1
594 2
613 2
246 1
464 1
554 3
155 3
194 4
560 3
565 3
320 2
566 2
56 4
150 2
154 1
161 4
399 3
590 1
32 1
270 3
614 4
468 1
178 2
334 3
50 4
580 3
22 3
610 4
486 1
77 3
550 4
211 1
157 4
59 3
537 1
613 4
334 4
63 2
596 3
201 1
553 2
94 4
348 1
224 1
237 3
171 4
126 3
435 2
195 4
460 4
528 2
28 3
585 3
401 2
64 2
586 4
575 4
595 4
566 1
513 1
366 2
199 3
487 4
613 3
445 2
440 4
439 1
11 2
18 2
69 4
500 1
576 4
351 1
236 4
133 2
300 4
208 3
11 1
131 4
415 4
522 2
532 2
478 3
161 4
68 1
123 4
495 1
446 4
513 4
227 1
394 3
10 1
608 3
487 1
298 3
469 4
512 1
536 1
410 2
357 4
53 4
311 1
431 1
229 2
378 2
607 3
139 4
433 4
217 4
76 4
563 4
451 2
401 1
479 2
478 2
47 1
13 3
248 3
133 1
70 3
233 4
420 4
588 1
616 4
91 1
384 2
305 1
431 1
201 1
396 2
329 4
259 1
441 4
448 1
225 1
493 1
181 1
454 3
286 1
91 1
318 4
439 3
465 3
320 1
62 2
508 1
475 4
575 3
109 3
390 1
356 4
613 3
200 3
591 1
484 1
499 4
37 3
528 1
571 2
272 1
289 2
314 3
354 3
107 1
94 2
164 4
502 4
186 3
427 4
520 3
520 3
193 4
576 3
421 4
557 2
71 2
603 1
25 1
175 3
149 3
401 3
568 1
399 3
492 1
566 1
264 2
145 1
308 1
395 2
288 3
412 4
539 3
518 2
131 4
216 2
102 3
399 1
471 4
526 4
279 2
452 3
253 1
4 3
381 1
581 2
528 1
593 3
537 3
473 4
13 2
556 4
609 3
358 4
72 4
609 4
561 3
486 2
124 2
455 2
90 2
537 3
219 4
104 1
403 2
395 2
546 1
77 1
87 3
210 2
11 3
458 1
170 4
610 4
261 4
410 4
358 2
20 1
350 1
390 4
69 4
351 4
7 3
363 3
82 1
455 1
107 1
611 1
556 4
102 2
403 1
87 4
507 4
211 2
386 2
122 3
430 2
493 3
5 3
122 4
140 2
211 4
267 3
187 1
350 2
514 1
565 2
231 4
58 4
490 2
548 2
156 2
414 3
44 4
473 2
63 4
454 3
573 4
450 2
156 2
364 3
399 2
96 4
587 1
617 1
477 1
340 4
378 3
305 3
262 3
437 4
533 2
601 2
7 3
457 4
245 1
369 2
243 3
275 4
348 3
39 1
417 4
180 3
290 2
454 1
358 4
565 3
1 2
535 3
391 2
54 1
427 2
384 3
587 1
69 3
21 1
107 2
298 3
442 2
87 2
529 3
532 4
419 1
79 1
376 2
143 3
32 3
93 4
307 3
330 1
82 2
142 3
363 1
433 1
544 1
477 1
393 4
428 1
339 2
502 1
566 4
46 3
364 4
431 1
525 1
347 3
150 3
81 3
363 1
492 2
552 3
183 4
411 4
115 2
561 4
504 4
592 4
311 3
542 1
364 1
190 1
154 3
44 3
229 4
172 4
341 4
79 4
190 1
536 2
234 4
372 4
268 1
74 2
261 1
372 4
54 3
387 4
105 3
286 2
132 1
499 2
107 4
127 4
314 2
441 2
116 2
157 2
506 2
227 4
448 1
80 4
342 2
270 3
95 2
298 3
159 3
224 2
316 2
366 2
562 2
250 2
164 4
209 4
348 4
109 4
442 2
307 4
313 3
54 2
207 3
56 2
114 3
115 3
531 1
38 3
142 4
243 1
617 2
275 1
447 2
436 1
423 1
583 1
163 3
119 3
429 2
173 1
131 2
218 2
538 2
50 1
298 2
21 2
462 2
287 3
472 4
366 3
469 4
322 2
615 4
29 1
74 4
316 2
83 3
319 3
5 1
427 1
245 1
437 4
401 1
243 4
89 4
593 3
170 3
231 3
528 1
310 4
376 2
239 1
569 3
290 4
509 3
426 3
486 4
299 3
425 2
270 1
515 1
94 2
296 1
186 3
100 4
200 3
490 3
441 4
418 4
589 1
395 1
605 2
344 1
208 2
22 2
501 1
2 4
179 3
584 1
579 4
342 3
491 1
506 2
142 3
78 3
410 1
220 2
533 4
334 3
40 1
219 2
481 3
442 2
41 3
222 2
384 2
311 3
190 3
207 2
402 1
255 3
47 3
515 2
558 4
223 3
574 1
277 3
596 1
138 4
48 1
387 3
364 1
107 4
251 2
500 3
94 2
379 2
429 3
462 4
257 2
396 3
100 3
200 3
88 3
403 2
234 3
223 3
269 2
77 1
73 4
161 4
431 3
577 4
292 3
562 1
537 4
115 3
479 4
605 2
249 3
68 2
357 3
591 2
232 1
3 1
548 1
384 4
75 2
472 4
456 3
609 2
342 4
66 3
91 4
305 3
598 1
59 1
19 3
591 2
613 2
418 3
489 3
600 1
559 2
60 4
470 4
165 2
481 1
377 1
448 2
12 4
156 1
216 3
405 4
472 3
538 3
234 2
592 4
527 3
53 1
192 4
298 2
143 4
467 1
89 4
169 3
618 1
185 4
383 4
603 1
37 4
396 1
9 3
473 1
225 1
478 1
428 1
51 4
314 2
100 4
325 3
356 2
539 1
541 3
550 2
223 3
517 1
75 2
129 3
571 1
575 1
615 2
298 2
569 1
548 1
231 4
187 3
77 2
64 2
346 2
167 2
436 2
567 3
361 4
428 2
190 4
244 2
40 4
441 4
223 1
188 3
119 2
348 4
388 4
10 1
5 3
105 1
295 4
520 1
45 2
26 1
556 3
229 4
338 4
324 1
570 4
245 3
80 4
24 1
305 3
413 1
599 2
543 1
409 3
224 4
481 2
425 4
446 1
551 2
243 2
144 3
485 2
210 4
416 1
489 2
365 1
153 4
488 3
102 2
199 2
28 3
509 3
146 2
433 2
519 1
347 3
30 4
360 4
330 4
232 4
325 2
447 1
66 4
341 4
268 4
377 2
362 3
91 3
126 3
615 4
533 1
286 3
270 2
329 1
535 2
4 2
169 3
43 2
436 2
213 3
454 3
455 1
46 3
396 3
53 4
285 4
458 3
328 3
164 2
450 1
137 1
405 4
239 4
160 3
112 1
343 4
554 3
550 3
403 4
468 4
30 2
143 1
13 2
489 3
560 1
489 1
497 2
50 3
299 2
237 2
150 4
48 1
481 4
541 4
60 2
437 3
614 3
73 4
273 2
115 3
169 2
609 3
345 2
286 1
566 3
21 2
213 4
220 3
197 4
337 1
449 1
433 3
585 1
385 4
389 1
256 1
195 3
509 4
504 3
2 2
378 4
1 3
295 2
364 2
21 1
299 3
40 1
304 3
149 4
565 1
58 1
106 2
123 3
348 2
228 4
418 4
480 4
132 4
296 3
274 1
605 4
274 3
521 1
91 3
378 2
421 2
395 4
361 3
614 3
580 4
593 3
240 2
322 1
213 4
369 1
515 3
600 4
287 2
285 2
57 2
193 3
108 1
300 2
345 4
197 1
355 3
125 4
220 4
575 4
122 3
139 2
300 1
113 2
332 4
555 4
383 4
10 4
487 4
143 2
188 3
563 3
169 2
618 1
261 4
201 2
581 1
560 3
368 3
505 3
281 2
235 1
428 2
228 1
120 1
249 1
132 2
358 3
574 2
601 3
51 1
290 3
211 2
426 3
524 4
221 1
398 1
349 2
169 2
122 4
603 1
405 2
137 2
551 1
546 2
181 1
250 4
179 2
315 1
143 1
37 3
351 1
572 2
6 3
211 3
115 1
466 1
443 4
376 4
211 3
336 2
324 4
63 2
43 4
434 4
12 1
159 2
1 3
438 1
186 4
468 3
484 2
278 3
203 4
196 1
304 2
423 3
166 4
239 2
431 1
597 1
88 4
561 1
220 3
92 4
543 2
555 2
68 1
566 2
513 2
594 4
505 3
245 1
559 4
597 1
286 3
441 1
474 1
330 1
434 3
584 1
169 4
159 1
537 1
487 2
491 4
27 2
55 4
518 3
529 1
342 3
223 1
389 1
363 2
175 1
20 2
467 1
346 2
362 2
295 1
198 2
320 3
177 2
589 2
566 1
75 4
145 2
179 1
253 3
142 2
45 3
308 4
497 1
383 4
309 2
406 4
585 2
478 3
431 1
367 2
318 2
138 2
157 4
163 4
18 2
593 4
8 2
573 2
465 2
17 2
287 4
370 3
253 1
542 4
66 1
84 2
265 2
512 4
7 3
249 4
149 1
489 4
283 2
149 3
40 3
252 4
452 4
55 1
442 3
264 3
75 3
613 3
538 2
223 2
512 3
52 3
554 3
433 2
343 2
495 4
204 1
73 1
216 1
229 1
388 1
45 1
132 1
94 1
306 1
210 3
412 3
338 3
222 4
236 4
446 4
165 3
269 2
421 3
49 4
548 1
63 1
407 1
585 1
79 3
162 2
158 2
137 3
328 3
539 3
144 1
566 2
409 4
163 3
470 2
244 3
246 1
164 2
184 3
327 2
514 2
349 4
84 2
156 1
533 3
609 1
91 1
476 1
557 1
480 3
473 1
112 4
561 3
230 4
121 4
473 1
467 4
610 3
240 3
27 2
24 1
300 4
300 3
251 4
424 3
33 2
159 1
363 4
236 2
31 2
152 2
208 4
593 1
92 1
33 2
69 1
301 1
576 2
60 4
450 1
410 2
65 3
368 4
334 2
106 2
51 2
367 4
105 2
394 2
245 4
249 2
346 1
151 2
134 2
600 3
70 4
175 2
264 4
381 3
382 3
106 3
274 3
504 1
187 2
369 4
355 4
513 2
365 4
568 1
51 3
274 3
378 1
434 2
151 3
112 2
110 2
348 4
582 2
477 2
266 3
408 2
459 2
478 4
151 3
373 3
383 3
383 1
609 2
602 3
356 2
57 3
432 3
151 1
549 4
234 2
56 4
17 4
441 2
221 2
66 3
456 4
110 4
64 4
82 4
609 1
65 3
616 3
585 1
433 3
292 1
438 4
345 2
239 4
516 3
397 1
492 1
518 3
606 2
469 4
242 2
616 3
580 1
149 4
342 3
265 4
93 1
315 4
92 4
618 1
203 1
427 4
207 4
140 3
375 1
389 2
100 4
413 1
458 1
573 4
432 1
465 1
279 1
110 3
606 1
572 4
159 1
274 2
75 2
236 3
98 4
57 1
141 1
76 2
406 1
388 2
280 2
461 2
362 4
561 1
490 2
341 4
472 4
331 4
20 4
101 4
447 2
479 1
411 2
512 4
496 4
480 4
471 1
355 1
166 2
543 3
360 2
471 3
121 3
149 1
575 2
244 2
315 2
55 4
576 2
128 4
356 2
614 1
550 4
78 4
492 3
523 2
150 2
462 3
70 3
134 3
188 2
573 3
542 1
509 2
179 4
153 3
248 2
592 2
312 3
183 3
174 1
403 3
158 2
383 1
616 1
246 1
424 3
55 3
144 2
68 4
212 4
377 4
202 1
272 3
27 1
284 3
295 3
132 2
465 1
562 4
356 2
262 1
596 4
292 3
459 3
427 1
375 3
8 2
571 4
540 4
206 1
78 2
287 1
53 2
508 4
207 4
7 2
326 3
173 3
232 3
436 3
429 3
509 3
495 4
549 3
433 4
464 1
143 4
399 1
215 2
89 2
606 1
451 1
513 3
189 2
427 3
342 4
319 3
179 1
462 2
171 4
418 4
12 3
547 4
14 1
252 2
339 1
490 2
361 3
481 4
65 1
220 4
192 1
11 2
503 2
389 4
425 1
12 1
370 1
302 2
503 2
336 4
427 3
170 2
338 1
308 1
159 1
491 2
357 3
614 3
381 1
36 3
386 4
210 1
354 1
402 1
153 2
251 4
572 4
348 4
121 2
119 2
302 1
304 1
425 2
152 1
80 1
558 1
504 3
99 2
588 2
36 4
535 1
64 1
157 3
386 3
139 1
337 3
327 4
411 2
151 3
45 2
116 2
2 2
155 4
524 1
157 4
344 3
418 2
138 1
203 3
523 1
30 2
96 4
221 1
306 4
143 2
576 3
66 4
393 2
134 4
281 4
428 2
12 1
535 4
464 4
455 4
279 3
94 3
25 4
97 1
453 3
438 1
178 3
445 1
324 1
51 4
458 4
381 4
3 1
277 2
146 1
188 4
208 2
613 1
11 3
563 2
50 4
387 3
139 3
153 4
477 2
122 4
555 3
62 4
243 3
591 3
386 1
291 4
275 4
524 2
27 2
79 1
43 3
84 3
118 4
247 1
188 3
103 4
64 4
393 2
417 3
513 2
82 4
472 4
362 4
609 3
377 1
464 4
565 3
251 3
251 2
144 2
429 2
570 3
290 1
413 3
253 4
316 1
66 2
196 4
246 3
196 2
505 2
248 2
405 4
29 3
244 3
263 4
301 3
540 3
362 3
151 1
160 2
270 2
86 3
454 2
452 4
340 4
350 1
489 2
384 4
374 2
344 2
308 3
165 2
91 1
418 2
357 1
553 4
392 3
145 2
241 1
541 4
153 1
614 1
614 4
174 4
449 3
237 4
360 4
164 2
30 3
381 1
52 1
518 4
310 4
353 3
472 3
436 2
346 2
246 1
360 4
330 1
470 4
478 3
279 2
130 2
133 3
231 4
486 3
383 1
3 3
155 4
364 2
512 2
570 1
137 1
480 2
258 1
425 1
574 3
582 2
583 2
387 2
422 3
480 2
238 4
137 2
490 4
102 4
15 2
115 1
363 2
493 4
159 1
594 3
25 4
262 3
513 3
444 1
586 4
427 1
442 3
586 1
481 2
177 2
144 4
214 3
538 4
57 4
602 3
233 3
351 4
77 2
101 2
454 3
336 2
197 1
355 4
9 3
394 3
425 1
251 2
580 4
598 2
360 4
85 2
554 3
203 2
433 3
199 3
117 3
536 2
179 2
607 4
474 3
438 1
509 1
362 2
414 1
340 4
86 3
430 2
14 4
198 1
247 1
435 4
364 1
263 2
74 3
522 1
346 4
595 4
91 1
436 2
150 3
366 2
279 2
17 2
473 4
520 2
258 1
476 1
204 3
181 1
27 2
518 1
463 3
93 4
104 2
525 3
564 1
506 2
490 4
436 2
192 4
213 1
398 1
552 4
434 4
111 3
404 4
181 2
54 2
76 4
168 2
576 1
436 3
16 1
426 1
406 1
554 4
443 2
613 4
38 2
140 3
233 4
445 2
383 4
428 4
32 3
225 4
368 3
13 3
281 3
196 4
462 1
558 3
243 1
42 2
269 3
212 4
63 1
496 3
357 3
82 2
417 3
571 4
21 4
81 4
450 4
288 1
192 3
54 1
467 4
90 4
123 3
337 3
585 1
382 1
27 1
412 2
251 1
392 3
313 2
32 2
552 2
406 2
512 4
323 1
320 4
439 1
363 2
593 4
17 2
97 2
428 3
362 4
514 1
383 3
396 3
4 2
207 1
524 2
399 4
257 1
397 4
297 2
161 4
330 1
350 1
288 1
211 3
350 4
461 2
53 3
517 4
85 1
456 1
97 1
255 4
89 2
233 3
245 1
4 3
371 3
595 3
128 4
57 3
424 4
166 2
502 4
172 4
109 2
76 3
181 2
78 1
147 2
62 2
193 3
273 2
194 3
102 3
247 3
373 4
313 3
535 3
94 3
176 4
551 4
380 3
537 1
614 4
427 2
464 1
103 1
143 2
461 1
103 2
498 4
147 4
519 3
445 4
329 2
148 4
510 1
239 4
59 2
148 2
569 2
585 3
108 3
173 4
177 1
150 1
492 1
538 3
571 2
507 4
455 4
304 1
405 3
163 1
53 3
141 2
340 1
60 3
213 3
78 3
420 3
208 1
615 4
489 3
199 3
595 1
258 1
314 1
438 3
604 3
425 4
267 2
335 3
364 3
472 4
314 2
136 3
44 1
414 1
403 1
509 3
375 4
352 4
394 3
267 3
287 1
153 2
500 4
574 3
562 2
185 2
220 1
493 1
441 2
35 3
463 1
470 2
494 4
46 4
608 1
83 3
440 3
149 1
451 3
338 2
324 4
101 1
18 1
59 1
279 1
440 2
323 2
167 2
301 4
75 1
94 2
309 2
261 2
607 3
105 1
317 1
227 4
108 4
481 1
581 2
344 3
442 4
357 4
603 4
211 4
251 1
545 2
15 2
588 4
176 1
415 3
407 3
295 2
215 1
529 1
10 4
455 3
501 1
37 1
34 3
595 3
174 3
453 3
166 2
453 2
507 1
370 1
177 3
495 1
3 3
250 1
437 1
67 1
38 3
441 4
527 3
424 3
245 2
216 1
473 3
19 2
590 2
191 1
456 4
53 3
30 4
273 2
274 1
77 3
67 1
246 1
459 4
267 3
455 3
228 3
132 4
277 2
585 1
366 2
466 4
281 2
184 3
562 3
568 2
363 4
157 4
290 2
132 3
421 4
462 1
599 4
25 2
88 4
34 3
255 1
329 4
172 3
79 1
289 2
204 3
173 4
358 1
125 2
452 1
70 2
419 3
149 2
58 4
346 3
162 4
138 4
324 3
320 3
98 2
496 2
524 3
362 1
165 4
98 4
351 3
600 2
419 2
348 1
383 4
95 2
482 1
362 1
600 4
514 2
239 2
434 1
568 3
501 4
471 2
606 1
415 2
581 2
205 2
559 3
206 4
527 4
468 1
216 2
140 1
348 3
573 4
370 3
127 2
154 1
204 3
576 3
149 4
378 2
80 1
360 2
344 1
323 4
542 1
238 2
522 2
305 2
592 3
359 3
299 4
544 2
386 4
512 3
605 1
392 3
609 1
365 4
287 2
296 4
366 1
362 2
263 4
110 4
76 4
404 1
516 3
447 3
543 3
606 3
73 3
107 4
107 4
24 1
500 4
573 3
284 4
459 3
108 1
212 4
270 1
174 3
157 2
334 2
387 4
80 2
23 1
386 3
532 2
412 2
219 4
390 1
205 2
562 2
32 3
221 2
430 2
432 2
493 2
570 4
442 1
47 2
132 3
225 3
535 2
588 1
192 2
86 1
117 2
390 1
236 2
497 1
194 1
486 4
481 2
586 1
553 3
239 4
561 4
499 3
154 4
118 1
50 4
74 3
183 3
58 1
41 4
187 4
587 4
263 3
521 4
495 3
112 3
349 2
47 1
85 2
53 2
386 3
502 2
414 2
580 4
423 4
54 3
81 2
618 4
467 3
283 3
220 3
534 4
521 4
67 2
500 2
346 2
543 1
85 3
59 4
549 2
99 2
162 4
100 3
570 3
145 4
194 2
567 2
577 4
590 2
190 2
225 3
565 4
464 4
17 3
477 4
395 3
150 1
90 4
276 2
211 2
447 3
178 1
84 4
500 3
144 1
122 1
148 2
134 3
85 1
116 4
571 4
8 2
531 4
105 1
559 1
578 1
307 4
121 2
75 2
109 1
501 4
360 3
283 4
72 4
21 1
222 4
570 3
486 4
558 3
15 2
529 3
313 4
503 2
544 1
58 4
24 1
152 4
262 2
368 2
56 4
298 4
448 1
251 4
77 1
12 4
587 3
547 2
10 1
385 1
558 2
33 4
282 2
265 4
254 2
265 3
343 4
616 3
328 1
499 1
194 1
407 2
613 3
65 2
23 3
161 1
200 3
267 1
489 4
524 3
401 2
560 1
91 2
361 1
364 1
350 3
48 1
136 4
454 3
33 1
481 3
131 3
44 2
519 4
324 4
209 1
536 3
118 1
462 3
370 3
385 4
613 2
505 3
609 2
498 1
489 4
275 4
452 3
35 1
254 4
313 3
461 3
67 1
114 1
281 3
308 2
198 4
437 4
228 1
293 3
219 4
176 4
345 2
307 4
429 2
584 1
323 3
436 1
168 2
269 2
480 3
498 3
216 4
344 2
299 4
111 2
115 3
488 1
12 1
451 3
275 4
400 2
438 3
553 2
115 2
17 2
614 4
58 2
413 2
508 4
506 2
12 4
303 1
446 3
514 1
183 4
117 2
428 1
201 3
146 1
342 1
320 2
611 2
285 3
302 3
7 1
480 2
374 3
123 1
199 3
53 1
135 4
201 2
287 2
366 4
22 1
296 3
584 1
201 3
467 4
93 3
263 1
62 3
366 1
230 2
117 4
247 1
41 2
273 1
332 4
183 3
571 1
100 1
150 1
30 4
493 2
127 3
157 4
310 2
116 2
204 3
529 4
150 3
330 1
490 3
236 4
246 4
387 2
202 2
515 2
178 4
381 2
164 3
85 2
1 3
177 1
230 3
1 4
229 2
360 3
318 4
56 4
394 2
299 4
606 3
450 2
516 2
521 2
292 1
484 2
191 3
436 1
79 1
561 4
589 4
166 1
70 2
131 1
35 4
476 3
177 4
253 1
388 1
73 4
200 4
524 4
237 3
29 1
88 1
466 3
445 4
105 4
460 2
187 1
246 4
254 4
344 4
304 1
522 1
176 2
447 2
467 3
583 3
387 4
520 2
148 4
590 2
80 3
244 2
171 2
329 1
85 4
618 4
577 1
126 4
616 2
231 4
429 1
524 2
563 2
188 2
79 4
56 3
563 4
50 3
107 1
608 2
568 2
37 3
174 3
367 2
541 4
429 1
368 2
192 2
194 4
517 2
80 2
156 4
345 2
142 1
602 4
33 2
232 4
210 2
314 1
232 2
585 4
537 3
310 3
193 4
112 2
19 1
520 1
190 4
125 4
545 2
323 1
600 1
502 4
125 3
390 4
131 2
96 1
489 1
389 4
44 2
97 3
310 1
63 3
472 4
375 2
188 1
183 4
390 3
396 4
162 4
290 3
340 4
117 3
301 4
538 1
48 3
137 1
215 3
560 1
331 1
487 1
13 3
24 3
500 3
55 2
96 2
117 1
208 4
472 4
312 2
168 1
512 2
36 1
594 3
87 2
252 3
26 1
499 3
44 3
386 1
451 3
215 1
319 3
125 2
491 3
614 4
313 2
49 3
149 3
230 1
289 1
149 3
560 4
25 1
89 1
344 4
135 2
302 2
378 2
607 4
8 3
7 2
16 4
144 3
406 3
598 3
338 4
220 4
138 4
110 2
79 3
8 2
411 4
310 2
323 1
378 3
552 3
344 4
587 1
417 1
195 2
63 3
431 1
277 4
502 4
338 1
338 2
122 2
357 4
45 3
399 2
88 2
314 4
285 2
618 2
27 4
179 1
374 2
37 4
289 2
209 2
238 2
577 4
521 3
68 3
397 4
500 4
335 3
510 1
497 2
197 3
195 2
339 3
83 3
482 2
228 1
242 3
205 1
411 4
81 2
326 2
468 4
575 2
4 3
602 3
522 4
82 1
605 2
496 2
500 4
278 2
479 2
36 1
236 1
392 4
40 4
295 4
491 1
359 4
435 4
613 3
124 2
291 1
432 4
525 2
454 1
177 4
280 3
243 1
146 3
496 1
218 3
271 2
336 3
247 2
98 4
48 4
42 1
4 1
570 2
603 4
552 4
176 1
499 3
375 2
225 1
520 3
120 1
495 3
393 3
5 2
317 1
230 2
51 1
284 1
236 2
317 2
301 3
363 2
545 1
72 3
412 3
251 1
554 4
481 2
24 4
35 4
616 2
377 4
360 1
421 1
495 3
617 2
118 2
222 1
3 4
360 4
392 4
479 2
144 3
416 2
298 1
298 3
91 3
6 3
41 2
590 2
211 2
498 1
555 4
317 4
360 1
525 1
237 3
23 1
360 1
454 1
485 4
221 1
411 2
445 3
419 4
541 3
572 1
487 3
244 2
408 2
54 3
384 1
367 2
317 4
505 4
314 3
458 3
417 2
256 3
247 2
509 4
3 2
558 3
432 3
430 4
415 3
423 4
150 2
471 2
9 3
240 2
222 1
381 3
294 4
518 1
401 3
73 4
281 1
380 1
99 1
269 4
605 1
152 1
107 4
444 3
605 2
412 4
314 2
454 2
409 4
488 4
99 4
140 3
425 1
498 2
394 3
526 4
426 1
124 1
395 3
230 4
241 3
530 4
516 2
64 4
562 2
44 2
26 4
445 2
331 4
100 1
562 4
346 3
471 1
528 4
535 3
453 2
67 3
537 1
411 2
522 1
445 3
235 1
95 1
18 2
588 2
124 2
370 1
361 3
195 1
229 4
342 1
394 2
308 3
41 2
299 4
70 1
10 2
605 2
340 4
359 2
366 3
111 3
49 2
559 4
564 4
263 2
566 4
125 4
327 1
89 2
211 1
612 3
532 2
183 3
51 1
492 4
349 4
326 1
306 4
562 4
99 1
88 4
393 4
207 2
449 1
52 3
138 3
591 4
191 3
72 1
36 4
31 4
536 2
556 1
275 4
581 3
82 3
167 2
296 4
521 1
459 1
93 3
326 1
46 4
27 3
53 1
558 3
165 3
432 4
254 3
350 2
349 4
219 2
434 2
290 4
111 1
302 1
258 4
449 1
102 4
575 2
250 3
292 2
342 4
268 3
311 3
336 4
64 4
396 3
206 3
122 2
610 4
277 2
317 1
115 2
542 3
465 1
455 1
569 2
557 3
564 1
504 1
595 2
97 2
169 3
313 4
312 3
173 4
61 1
537 4
356 2
359 4
317 2
493 3
439 3
529 1
50 2
2 2
454 1
35 4
199 3
152 2
524 4
353 2
58 3
446 1
284 4
570 2
188 1
46 4
556 1
412 4
386 2
336 4
335 1
158 2
337 1
84 1
170 1
370 4
474 2
536 2
83 2
562 1
129 2
612 1
10 3
135 4
251 3
223 3
149 2
533 2
364 2
531 2
252 3
134 3
297 2
8 3
11 4
160 3
195 1
433 3
454 1
77 2
478 3
414 3
437 1
110 4
434 1
597 1
15 2
560 2
317 3
147 2
354 4
500 4
128 4
384 1
14 2
165 4
459 1
295 1
375 2
533 1
556 2
65 3
514 3
240 1
110 2
230 1
334 2
111 4
57 4
353 2
325 3
463 4
435 4
300 3
388 3
612 4
482 4
356 2
569 2
260 1
183 4
198 1
571 2
267 2
411 3
231 3
575 1
586 2
65 4
461 2
504 2
376 1
215 3
26 3
277 1
513 3
51 3
330 2
165 4
467 2
449 1
367 1
195 3
552 1
25 4
390 4
453 1
212 2
215 3
573 3
260 4
579 1
103 4
159 4
37 1
609 1
17 3
473 3
239 1
503 1
474 4
376 4
395 4
158 3
471 4
331 1
158 2
167 2
539 4
262 2
216 3
238 4
418 2
64 4
308 2
144 1
66 3
58 4
14 2
109 1
114 1
448 2
142 2
140 1
548 4
50 3
608 4
230 4
6 3
570 2
578 2
291 1
16 1
508 4
101 2
338 4
243 1
201 4
389 1
461 1
483 4
260 1
261 2
148 1
463 1
263 2
123 2
536 1
46 2
592 2
216 3
616 1
357 2
88 1
404 2
182 1
121 4
359 2
129 1
111 4
300 1
29 2
44 1
470 2
196 3
589 3
360 2
434 4
25 4
407 2
230 1
468 2
562 4
252 3
296 3
288 1
455 4
11 3
28 3
275 1
14 3
173 1
214 2
401 4
127 1
39 3
36 3
437 2
207 2
565 1
466 1
171 3
502 1
227 1
29 3
50 4
617 1
494 3
290 3
230 2
521 1
298 2
409 4
506 4
154 2
277 4
475 4
319 1
94 1
354 2
468 3
316 4
476 1
253 4
345 3
461 3
63 4
528 4
78 3
407 4
125 2
106 1
28 1
540 3
182 4
231 4
431 1
362 3
598 3
243 4
585 2
511 3
608 2
38 3
497 2
65 1
536 2
487 3
584 3
227 1
239 2
520 3
442 3
360 1
2 3
483 3
413 2
523 1
261 1
512 2
331 3
330 4
557 1
233 2
133 1
557 1
556 3
196 1
232 3
284 1
192 2
77 3
222 3
447 2
350 2
102 2
46 2
308 4
407 4
611 3
581 2
495 1
14 4
423 3
578 1
453 4
284 1
105 3
86 4
70 3
48 1
300 2
605 1
444 1
133 4
234 1
568 1
303 2
534 4
380 2
365 1
382 2
511 1
609 2
275 1
501 2
227 2
156 3
550 2
497 3
200 1
587 3
125 2
100 1
314 4
509 1
499 3
267 4
183 4
248 3
117 4
416 1
562 2
43 3
165 2
567 3
617 3
216 1
52 2
158 1
569 1
147 2
354 1
510 1
418 4
197 2
92 3
336 3
370 4
175 2
83 1
574 1
372 2
215 3
324 3
251 4
580 4
563 3
265 2
406 3
112 2
602 2
120 3
441 4
76 2
101 2
155 1
213 1
598 3
149 4
304 4
1 4
180 1
117 1
612 3
355 3
583 4
47 3
425 4
464 3
212 1
484 2
251 3
104 3
419 4
14 4
262 1
349 4
577 1
259 3
265 4
384 4
395 4
412 2
485 4
567 2
162 3
190 1
239 4
269 1
150 2
172 3
107 3
447 2
242 3
109 1
499 2
133 4
554 2
31 4
503 4
508 2
137 2
91 3
576 3
583 4
346 3
14 2
439 1
80 3
483 4
273 4
307 2
580 2
242 3
612 3
529 2
227 3
216 3
161 4
337 3
167 1
192 2
343 2
37 2
352 1
300 4
258 4
294 2
582 1
469 3
546 1
257 2
335 3
337 4
106 1
119 2
183 4
159 3
533 2
528 4
36 2
310 3
514 4
269 1
260 4
432 1
313 1
136 4
162 1
547 4
271 1
134 1
12 4
302 3
26 1
586 1
350 2
116 3
432 4
204 4
458 2
109 3
602 2
338 1
503 3
555 3
448 1
604 1
479 3
98 3
429 2
335 1
143 1
28 1
131 4
219 1
434 4
498 2
378 4
600 3
200 1
92 3
609 3
403 3
444 2
465 3
17 4
572 2
317 3
95 2
245 2
518 1
258 3
542 4
171 1
317 2
566 2
510 2
516 1
188 2
23 3
6 4
450 1
70 3
206 4
156 4
283 2
533 1
111 2
591 2
208 2
47 3
122 1
137 3
311 4
131 4
404 4
406 1
150 1
328 2
322 4
276 1
187 2
403 3
134 4
386 3
438 3
199 4
20 4
169 1
457 2
80 2
110 2
538 1
62 4
28 3
218 1
9 4
109 4
125 1
246 3
